"","FIPS","County","Pop_Total","Pop_Urban","Pop_Rural","Pop_Rural_Farm","Pop_Rural_Nonfarm","Type","Pop_Male","Male_00_09","Male_10_19","Male_20_29","Male_30_39","Male_40_49","Male_50_59","Male_60_69","Male_70_79","Male_80_up","Pop_Female","Female_00_09","Female_10_19","Female_20_29","Female_30_39","Female_40_49","Female_50_59","Female_60_69","Female_70_79","Female_80_up","Male_Degree","Female_Degree","Pop_degree","Median_household_income","Total_median_earnings","Male_median_earnings","Female_median_earnings","Total_aggregate_earnings","Male_aggregate_earnings","Female_aggregate_earnings"
"119",230039518002,"Aroostook",749,612,137,NA,137,"Urban",347,60,38,18,17,53,64,56,41,0,402,14,57,45,15,112,37,47,42,33,0.159663866,0.158227848,0.158844765,27321,16473,25170,13879,8276900,4551300,3725700
"120",230039518003,"Aroostook",885,NA,885,NA,885,"Rural",454,46,49,103,38,108,46,49,9,6,431,42,35,77,48,74,76,58,12,9,0.204892966,0.158730159,0.182242991,36100,18750,21707,15174,14038100,9399700,4638400
"121",230039518004,"Aroostook",889,583,306,68,238,"Urban",418,88,79,21,79,48,52,27,18,6,471,60,104,40,107,54,46,25,35,0,0.183266932,0.197879859,0.191011236,36010,15774,20294,9570,8770400,5405900,3364400
"122",230039519001,"Aroostook",1138,661,477,34,443,"Urban",553,97,93,56,73,84,75,29,33,13,585,46,93,67,100,92,57,48,32,50,0.397014925,0.383886256,0.389696169,37768,19357,25880,14148,17437200,12297200,5140000
"123",230039519002,"Aroostook",1689,982,707,NA,707,"Urban",739,59,97,80,82,139,74,86,54,68,950,49,89,85,102,112,112,86,184,131,0.332733813,0.19278607,0.25,26629,21914,26410,18361,19983600,12612300,7371300
"124",230039520001,"Aroostook",1583,1583,NA,NA,NA,"Urban",781,76,177,133,148,91,69,27,60,0,802,130,133,122,104,114,66,56,40,37,0.13258427,0.156989247,0.145054945,29786,15168,16146,14525,15069100,8995400,6073700
"125",230039520002,"Aroostook",1363,327,1036,46,990,"Rural",666,53,89,171,67,113,74,76,23,0,697,34,94,209,43,138,71,65,37,6,0.161038961,0.164285714,0.162732919,31875,10802,14500,7423,14427900,8583300,5844600
"126",230039521001,"Aroostook",653,NA,653,27,626,"Rural",309,33,56,39,51,52,22,31,17,8,344,52,54,37,55,48,21,36,20,21,0.1,0.103139013,0.101654846,23938,18426,20833,16250,6356700,3830000,2526700
"127",230039521002,"Aroostook",835,NA,835,9,826,"Rural",373,54,48,32,45,48,40,48,37,21,462,28,65,33,51,52,56,57,65,55,0.083665339,0.108882521,0.098333333,24375,14655,20938,11316,7193800,4632700,2561100
"128",230039521003,"Aroostook",558,NA,558,NA,558,"Rural",279,36,31,17,31,52,45,33,18,16,279,17,45,23,30,55,43,23,12,31,0.095238095,0.119047619,0.107142857,27083,16422,21094,12935,5753200,3680700,2072400
"129",230039521004,"Aroostook",799,NA,799,21,778,"Rural",394,59,68,27,67,46,62,34,24,7,405,59,44,39,71,59,50,32,31,20,0.095238095,0.076655052,0.085343228,28693,17469,21985,13929,8004700,5088800,2915900
"130",230039523001,"Aroostook",615,NA,615,14,601,"Rural",321,30,60,26,44,57,30,39,23,12,294,27,38,24,34,57,38,31,37,8,0.042056075,0.091743119,0.06712963,27679,15972,19750,13375,6783500,3862100,2921400
"131",230039523002,"Aroostook",786,NA,786,9,777,"Rural",377,40,46,35,55,59,56,25,53,8,409,51,57,29,59,51,56,32,48,26,0.069090909,0.134482759,0.102654867,23566,15510,17026,13015,7499500,4830600,2668900
"132",230039523003,"Aroostook",955,NA,955,71,884,"Rural",478,43,88,58,54,79,73,43,32,8,477,59,64,48,62,83,55,48,37,21,0.125786164,0.114457831,0.12,31172,17537,21250,13906,10612000,6981300,3630700
"133",230039523004,"Aroostook",152,NA,152,NA,152,"Rural",77,3,7,3,4,14,21,5,16,4,75,4,10,8,6,17,18,6,4,2,0.092307692,0.101694915,0.096774194,24375,13214,20000,11111,1480700,893000,587800
"134",230039524001,"Aroostook",1297,540,757,NA,757,"Rural",639,124,67,51,85,95,95,47,57,18,658,76,108,68,108,54,89,52,80,23,0.126126126,0.042696629,0.084364454,24342,19196,22891,13594,12960700,8394700,4566000
"135",230039524002,"Aroostook",616,616,NA,NA,NA,"Urban",303,26,79,75,47,38,19,14,5,0,313,54,63,41,65,29,16,10,14,21,0.248322148,0.277777778,0.263665595,16724,9909,10000,9779,5570400,3985600,1584800
"136",230039524003,"Aroostook",828,828,NA,NA,NA,"Urban",354,35,66,15,69,17,45,48,44,15,474,45,42,44,42,59,70,82,43,47,0.235294118,0.314606742,0.282828283,22750,21696,25357,18026,8589000,4486700,4102300
"137",230039524004,"Aroostook",1205,734,471,NA,471,"Urban",574,98,65,47,103,84,37,57,24,59,631,45,50,63,101,89,31,65,44,143,0.112820513,0.101960784,0.106666667,27045,17826,26136,12500,10010100,6304500,3705600
"138",230039525001,"Aroostook",1106,387,719,NA,719,"Rural",521,83,43,46,87,81,48,77,36,20,585,87,61,76,81,78,24,93,62,23,0.087301587,0.162094763,0.125802311,27176,18363,22115,15216,11771000,8044900,3726100
"139",230039525002,"Aroostook",718,718,NA,NA,NA,"Urban",320,38,62,31,51,24,48,12,28,26,398,20,32,24,58,74,41,63,39,47,0.190954774,0.125382263,0.150190114,22167,13125,23750,11346,6588000,3515500,3072500
"140",230039525003,"Aroostook",706,234,472,24,448,"Rural",351,67,43,24,52,68,29,25,26,17,355,28,39,38,63,40,23,57,31,36,0.295154185,0.248251748,0.269005848,36607,24940,27303,21667,8431100,5668300,2762800
"141",230039526001,"Aroostook",915,NA,915,32,883,"Rural",442,37,89,47,64,81,60,31,30,3,473,64,74,51,52,100,49,40,26,17,0.054054054,0.067524116,0.060955519,24891,15291,20000,11048,8787300,5763600,3023800
"142",230039526002,"Aroostook",734,NA,734,22,712,"Rural",362,33,53,41,50,52,40,45,32,16,372,31,43,36,49,69,41,37,41,25,0.073929961,0.091549296,0.083179298,25859,14964,19688,12500,6372900,4149700,2223200
"143",230039526003,"Aroostook",528,NA,528,11,517,"Rural",257,34,21,11,32,53,37,40,19,10,271,38,38,8,52,36,34,35,18,12,0.121827411,0.120418848,0.121134021,29286,20357,23977,15268,6362000,4130900,2231200
"144",230039526004,"Aroostook",885,NA,885,5,880,"Rural",442,50,79,43,60,83,73,35,17,2,443,68,62,55,69,74,52,35,19,9,0.073684211,0.056737589,0.065255732,29808,16767,22813,12321,9028400,6254900,2773500
"145",230039527001,"Aroostook",574,NA,574,14,560,"Rural",283,20,48,19,36,57,54,19,24,6,291,29,58,16,29,61,55,23,18,2,0.118226601,0.125628141,0.121890547,32083,18125,27222,10962,6704700,4762300,1942400
"146",230039527002,"Aroostook",1078,NA,1078,4,1074,"Rural",528,58,63,53,72,82,78,54,50,18,550,52,65,63,62,91,79,51,50,37,0.110215054,0.120987654,0.115830116,27596,17782,26250,14286,12282300,8174100,4108100
"147",230039527003,"Aroostook",937,NA,937,14,923,"Rural",468,46,79,39,50,73,82,49,40,10,469,49,65,39,62,74,78,29,55,18,0.069069069,0.087719298,0.078518519,27574,19531,29875,10417,10699800,8510600,2189200
"148",230039529001,"Aroostook",1454,NA,1454,69,1385,"Rural",747,100,137,56,99,122,123,52,45,13,707,75,119,59,112,114,99,53,49,27,0.114583333,0.085062241,0.0997921,30054,17917,23250,13056,16733900,9771500,6962400
"149",230039529002,"Aroostook",555,NA,555,NA,555,"Rural",293,33,38,17,49,51,51,32,19,3,262,19,50,24,49,37,42,20,21,0,0.145454545,0.138121547,0.142144638,23958,17014,21786,11250,5024900,3959900,1065100
"150",230039529003,"Aroostook",480,NA,480,8,472,"Rural",221,23,25,21,28,39,32,26,19,8,259,32,36,24,30,50,32,33,18,4,0.035928144,0.106145251,0.072254335,21875,15326,21591,11176,3873100,2565500,1307600
"151",230039529004,"Aroostook",489,NA,489,7,482,"Rural",249,15,46,23,27,44,31,35,14,14,240,19,42,20,34,37,40,23,16,9,0.05027933,0.070588235,0.06017192,28750,20333,28750,10735,5615900,4200100,1415800
"152",230050001001,"Cumberland",592,592,NA,NA,NA,"Urban",313,30,18,98,92,31,23,7,14,0,279,19,49,70,41,24,21,25,18,12,0.439814815,0.409090909,0.426020408,32197,20446,26339,16810,8537100,5391200,3145900
"153",230050001002,"Cumberland",979,979,NA,NA,NA,"Urban",571,62,91,119,131,73,37,20,33,5,408,27,37,109,93,57,16,32,20,17,0.295977011,0.269480519,0.283536585,29904,18920,23077,16438,13248300,7529400,5718900
"154",230050001003,"Cumberland",714,714,NA,NA,NA,"Urban",329,29,16,37,49,62,29,37,55,15,385,15,14,59,63,34,49,79,42,30,0.323943662,0.367647059,0.34775641,34453,27200,31149,19833,11176100,6233900,4942200
"155",230050002001,"Cumberland",621,621,NA,NA,NA,"Urban",276,10,0,44,82,59,8,27,28,18,345,0,18,102,66,31,31,22,44,31,0.50390625,0.414383562,0.45620438,41780,24375,25536,23500,10759300,5699200,5060100
"156",230050002002,"Cumberland",586,586,NA,NA,NA,"Urban",260,33,13,84,50,37,13,24,6,0,326,51,29,91,68,37,33,17,0,0,0.536082474,0.431718062,0.479809976,35729,19583,20707,17981,9649600,5001800,4647800
"157",230050002003,"Cumberland",1290,1290,NA,NA,NA,"Urban",581,78,78,184,75,84,35,21,12,14,709,88,101,163,139,110,57,27,24,0,0.339233038,0.249422633,0.288860104,29207,20172,20875,19611,18263600,9445200,8818400
"158",230050003001,"Cumberland",1591,1591,NA,NA,NA,"Urban",789,50,54,192,143,150,75,88,28,9,802,17,83,266,92,108,66,90,73,7,0.310344828,0.266129032,0.289398281,15703,12083,12270,11782,17579400,9901900,7677500
"159",230050003002,"Cumberland",1534,1534,NA,NA,NA,"Urban",942,10,48,365,261,156,85,7,10,0,592,28,49,175,158,40,70,31,24,17,0.304654443,0.447058824,0.358024691,36118,20972,22326,19356,34598000,24720000,9878000
"160",230050005001,"Cumberland",1163,1163,NA,NA,NA,"Urban",483,44,135,76,70,63,52,7,29,7,680,91,158,94,93,131,32,32,42,7,0.114068441,0.080862534,0.094637224,25714,17554,20000,16111,11369300,4259600,7109700
"161",230050005002,"Cumberland",1062,1062,NA,NA,NA,"Urban",553,94,119,110,112,34,55,20,9,0,509,46,41,157,87,48,42,34,46,8,0.23880597,0.326086957,0.286440678,20682,15060,15150,15000,9903800,4220000,5683800
"162",230050006001,"Cumberland",1970,1970,NA,NA,NA,"Urban",1142,90,30,366,255,264,45,39,41,12,828,107,88,266,159,80,58,18,39,13,0.344431688,0.378435518,0.35639881,23438,19614,19693,19427,32158300,21824600,10333600
"163",230050006002,"Cumberland",854,854,NA,NA,NA,"Urban",476,48,45,41,111,88,47,82,14,0,378,6,33,68,58,52,12,51,45,53,0.153225806,0.132930514,0.143669986,9876,11371,11905,10250,6568800,4019900,2548900
"164",230050010001,"Cumberland",1526,1526,NA,NA,NA,"Urban",818,80,8,313,212,99,76,22,0,8,708,78,17,334,128,55,79,11,6,0,0.26440678,0.184143223,0.232415902,26250,15771,17649,13906,19737200,11938400,7798800
"165",230050010002,"Cumberland",1226,1226,NA,NA,NA,"Urban",648,35,52,177,150,91,92,17,34,0,578,17,60,235,90,59,44,30,37,6,0.386773547,0.384831461,0.385964912,24777,18327,18536,18125,18876000,10426300,8449800
"166",230050011001,"Cumberland",737,737,NA,NA,NA,"Urban",394,12,30,80,99,94,17,40,11,11,343,16,28,88,82,60,22,18,6,23,0.429467085,0.54770318,0.485049834,30463,22500,22022,23355,15554900,7329300,8225600
"167",230050011002,"Cumberland",681,681,NA,NA,NA,"Urban",261,7,7,49,75,50,13,11,37,12,420,10,16,69,55,83,30,60,37,60,0.252525253,0.210674157,0.225631769,17220,19018,19408,18696,9527200,4575400,4951900
"168",230050011003,"Cumberland",1138,1138,NA,NA,NA,"Urban",517,23,15,198,94,81,63,15,0,28,621,36,6,110,126,35,30,15,86,177,0.505263158,0.425182482,0.457974138,29764,26667,27012,25781,26907900,19214100,7693800
"169",230050012001,"Cumberland",823,823,NA,NA,NA,"Urban",382,65,83,64,82,58,24,6,0,0,441,69,56,101,80,54,38,24,8,11,0.367924528,0.401408451,0.387096774,27656,19745,19598,19940,8774300,4214500,4559800
"170",230050012002,"Cumberland",673,673,NA,NA,NA,"Urban",319,45,14,150,60,22,11,0,9,8,354,21,9,142,81,60,28,4,4,5,0.561320755,0.578313253,0.570498915,34904,21964,19500,22557,13592800,6317100,7275700
"171",230050013001,"Cumberland",2129,2129,NA,NA,NA,"Urban",1018,113,78,171,208,128,177,69,55,19,1111,40,105,212,155,211,169,85,79,55,0.62371134,0.619411123,0.621382162,39786,26989,29796,24965,69083400,47543800,21539600
"172",230050013002,"Cumberland",1279,1279,NA,NA,NA,"Urban",670,44,8,254,162,92,61,17,32,0,609,30,57,248,69,95,40,42,17,11,0.264642082,0.193989071,0.23337364,22634,17324,19944,16139,18401800,11428000,6973800
"173",230050015001,"Cumberland",962,962,NA,NA,NA,"Urban",377,27,20,120,104,12,52,24,14,4,585,24,0,224,101,37,70,57,36,36,0.505576208,0.525612472,0.51810585,35275,24219,26167,23229,17176500,7441300,9735100
"174",230050015002,"Cumberland",1320,1320,NA,NA,NA,"Urban",641,33,58,184,113,146,39,41,18,9,679,43,81,106,124,171,52,50,36,16,0.492662474,0.396761134,0.443872297,43333,23481,23281,23598,27177200,14515000,12662300
"175",230050015003,"Cumberland",975,975,NA,NA,NA,"Urban",501,83,24,88,93,83,25,54,38,13,474,42,24,106,90,53,44,14,51,50,0.487106017,0.364130435,0.423988842,50278,26116,30994,22181,17456600,10322100,7134500
"176",230050017001,"Cumberland",1232,1232,NA,NA,NA,"Urban",609,75,63,95,113,111,81,29,27,15,623,24,62,91,110,163,88,58,5,22,0.607228916,0.515936255,0.557251908,52857,31786,37059,30058,34895000,21469200,13425800
"177",230050017002,"Cumberland",1516,1516,NA,NA,NA,"Urban",670,78,110,73,97,114,76,41,44,37,846,57,151,89,159,104,84,72,66,64,0.331896552,0.28830313,0.307189542,42589,24861,32721,19087,29123100,18166200,10957000
"178",230050017003,"Cumberland",767,767,NA,NA,NA,"Urban",346,34,87,34,42,54,52,32,4,7,421,63,54,14,75,78,73,33,18,13,0.521126761,0.548821549,0.537254902,56667,24000,25500,21538,15603200,8468300,7134900
"179",230050017004,"Cumberland",981,981,NA,NA,NA,"Urban",492,59,26,131,124,58,33,37,17,7,489,104,20,97,83,77,37,35,18,18,0.466666667,0.426332288,0.447289157,47500,23147,24460,18906,20691000,12570600,8120400
"180",230050018001,"Cumberland",1300,1300,NA,NA,NA,"Urban",615,79,87,103,96,96,34,29,22,69,685,51,72,85,113,113,82,53,40,76,0.480295567,0.360443623,0.411826822,46607,26667,27260,25855,30768400,18700000,12068400
"181",230050018002,"Cumberland",1239,1239,NA,NA,NA,"Urban",588,67,56,55,93,136,65,45,57,14,651,57,62,77,120,102,81,88,31,33,0.515981735,0.498062016,0.506289308,44597,30153,32177,27600,25588000,13095600,12492400
"182",230050018003,"Cumberland",1243,1243,NA,NA,NA,"Urban",588,53,48,96,123,110,79,21,29,29,655,53,42,130,103,117,55,43,58,54,0.44469526,0.516504854,0.483298539,45625,22883,21591,24620,30740500,16458900,14281700
"183",230050019001,"Cumberland",1247,1247,NA,NA,NA,"Urban",562,60,120,45,81,95,50,37,23,51,685,46,72,71,52,106,79,60,92,107,0.35734072,0.486288848,0.435022026,26627,25996,27045,24241,18919600,10211800,8707800
"184",230050019002,"Cumberland",1086,1086,NA,NA,NA,"Urban",469,33,87,70,141,59,53,11,0,15,617,81,61,63,147,113,59,22,26,45,0.594936709,0.441441441,0.505263158,45804,22983,29583,20945,24539300,14974900,9564300
"185",230050019003,"Cumberland",1277,1277,NA,NA,NA,"Urban",597,59,96,38,112,139,62,54,30,7,680,34,91,84,112,145,81,43,74,16,0.43187067,0.40917782,0.419456067,50938,26607,30000,24063,29836500,14695400,15141100
"186",230050019004,"Cumberland",724,724,NA,NA,NA,"Urban",343,35,70,88,31,48,21,13,30,7,381,25,59,89,55,68,39,14,27,5,0.393034826,0.591836735,0.502242152,49000,25147,21736,30188,11627300,5483300,6144100
"187",230050020011,"Cumberland",2742,2742,NA,NA,NA,"Urban",1226,133,229,95,138,268,135,78,111,39,1516,203,169,107,191,224,177,142,149,154,0.3,0.215132179,0.251935983,39595,24575,30195,18563,36748300,21503300,15245000
"188",230050020012,"Cumberland",734,734,NA,NA,NA,"Urban",353,52,56,52,46,47,53,16,16,15,381,51,44,16,74,64,44,24,35,29,0.236842105,0.178321678,0.204280156,44766,24519,29375,21458,11238500,7039400,4199000
"189",230050020021,"Cumberland",1627,1627,NA,NA,NA,"Urban",771,58,86,124,152,129,110,30,54,28,856,62,74,181,157,136,70,63,62,51,0.300518135,0.305246423,0.302980132,32824,21549,22375,20652,28221500,15519800,12701600
"190",230050020022,"Cumberland",678,646,32,NA,32,"Urban",337,35,84,0,66,56,43,43,10,0,341,38,62,8,55,73,42,32,19,12,0.688073394,0.515021459,0.598669623,60795,29063,40962,12159,20420600,16218600,4202100
"191",230050021011,"Cumberland",1410,1410,NA,NA,NA,"Urban",637,122,130,7,75,137,115,22,24,5,773,121,172,34,134,151,89,53,14,5,0.480519481,0.535947712,0.510663507,79009,36908,49125,24500,33989900,23256500,10733400
"192",230050021012,"Cumberland",1232,1232,NA,NA,NA,"Urban",591,104,47,16,111,69,60,55,103,26,641,41,68,30,128,77,92,47,115,43,0.418981481,0.402255639,0.409751037,48859,26800,37500,25800,19235100,10813400,8421600
"193",230050021013,"Cumberland",1334,1334,NA,NA,NA,"Urban",646,149,85,148,43,82,57,28,39,15,688,106,55,108,129,94,64,69,34,29,0.412103746,0.210638298,0.29620563,24962,19821,21722,17632,21190700,14022800,7167900
"194",230050021014,"Cumberland",1741,1741,NA,NA,NA,"Urban",788,83,71,59,129,223,100,67,46,10,953,142,149,49,164,178,82,59,70,60,0.343906511,0.338557994,0.341147939,49531,32076,38240,24808,33118800,21001500,12117400
"195",230050021021,"Cumberland",1707,1707,NA,NA,NA,"Urban",829,86,130,101,153,208,79,39,16,17,878,130,75,122,169,176,72,56,36,42,0.18815331,0.293650794,0.243355482,50950,25000,27014,22237,31842600,18003800,13838800
"196",230050021022,"Cumberland",3244,3244,NA,NA,NA,"Urban",1553,332,240,223,284,172,116,94,72,20,1691,202,287,282,335,223,163,71,65,63,0.235162374,0.223696682,0.228952772,40022,21960,32027,17245,44703800,27786100,16917700
"197",230050022001,"Cumberland",2214,2214,NA,NA,NA,"Urban",984,64,100,112,155,218,95,74,106,60,1230,61,107,122,178,168,134,141,116,203,0.332884097,0.369458128,0.354012521,52367,29020,35746,21755,45914700,28232600,17682200
"198",230050022002,"Cumberland",2180,2180,NA,NA,NA,"Urban",824,114,107,126,154,94,77,72,49,31,1356,186,107,179,175,162,75,87,163,222,0.210526316,0.204943357,0.207008436,29769,23224,25495,22500,26862000,13242000,13619900
"199",230050023001,"Cumberland",1391,1391,NA,NA,NA,"Urban",645,59,114,134,99,91,56,54,18,20,746,66,69,113,91,130,98,50,43,86,0.278728606,0.250453721,0.2625,43080,23242,27794,21088,21661300,13511300,8150000
"200",230050023002,"Cumberland",1966,1966,NA,NA,NA,"Urban",909,86,99,128,194,140,97,58,87,20,1057,128,99,191,170,159,88,86,72,64,0.195876289,0.238033635,0.218319559,34130,24592,26429,23113,29745800,15039500,14706300
"201",230050024001,"Cumberland",831,NA,831,NA,831,"Rural",406,52,76,42,69,66,56,25,20,0,425,75,38,24,83,106,56,36,0,7,0.551587302,0.642140468,0.600725953,40185,20357,30380,13151,15071800,9488700,5583100
"202",230050024002,"Cumberland",201,NA,201,NA,201,"Rural",86,12,14,0,3,24,15,13,5,0,115,6,29,4,11,16,21,20,6,2,0.333333333,0.131578947,0.220588235,35833,16667,21875,13125,2222800,1173900,1048800
"203",230050024003,"Cumberland",89,NA,89,NA,89,"Rural",43,0,0,0,0,24,0,8,11,0,46,7,0,0,4,8,9,10,8,0,0.441860465,0.333333333,0.390243902,93843,25556,26389,5625,1069300,720300,349000
"204",230050024005,"Cumberland",100,NA,100,NA,100,"Rural",55,8,4,2,9,2,9,3,18,0,45,9,0,6,4,2,12,6,4,2,0.43902439,0.7,0.549295775,31667,15625,23750,2499,1735400,1633600,101800
"205",230050025011,"Cumberland",657,657,NA,NA,NA,"Urban",317,65,33,9,55,64,27,20,21,23,340,28,45,27,45,52,72,16,48,7,0.557142857,0.501930502,0.526652452,63355,30508,40625,22750,16738500,10964900,5773600
"206",230050025012,"Cumberland",931,931,NA,NA,NA,"Urban",378,42,88,0,36,62,46,24,25,55,553,61,59,0,43,94,62,33,69,132,0.540322581,0.399538106,0.450807636,68250,30700,39667,19792,15831900,10700500,5131500
"207",230050025013,"Cumberland",871,871,NA,NA,NA,"Urban",409,83,35,16,57,53,93,52,20,0,462,58,79,15,54,103,83,41,12,17,0.731958763,0.682389937,0.706075534,74063,37083,56964,23750,31271600,24959100,6312500
"208",230050025014,"Cumberland",1008,1008,NA,NA,NA,"Urban",464,37,13,79,69,64,45,57,58,42,544,16,23,36,50,92,67,60,111,89,0.583113456,0.421782178,0.490950226,43558,31500,36447,28929,21453200,13775000,7678200
"209",230050025021,"Cumberland",1756,1500,256,NA,256,"Urban",855,150,128,21,151,202,56,40,21,86,901,121,108,46,163,174,57,60,45,127,0.49380531,0.463076923,0.477366255,59013,33796,50799,21681,49535000,36342700,13192400
"210",230050025022,"Cumberland",579,579,NA,NA,NA,"Urban",289,26,70,16,32,32,75,14,15,9,290,25,62,22,24,66,38,22,16,15,0.485875706,0.337016575,0.410614525,61094,22386,27500,19821,11293000,7445200,3847700
"211",230050025023,"Cumberland",1942,23,1919,NA,1919,"Rural",863,181,118,7,138,216,133,34,25,11,1079,210,171,24,175,244,141,28,55,31,0.590425532,0.618287373,0.605746209,92230,36925,62039,28750,67039400,51634600,15404800
"212",230050025024,"Cumberland",1283,386,897,NA,897,"Rural",675,104,95,52,124,107,78,70,20,25,608,119,67,24,95,112,91,62,29,9,0.583524027,0.462311558,0.525748503,78738,27656,33750,22463,39073000,29578300,9494700
"213",230050025025,"Cumberland",1283,NA,1283,20,1263,"Rural",657,151,79,48,93,141,77,26,42,0,626,97,111,32,121,138,45,8,47,27,0.62371134,0.468292683,0.543859649,66797,30188,32356,26889,31347100,21305400,10041700
"214",230050026001,"Cumberland",1901,1901,NA,NA,NA,"Urban",1012,168,173,74,148,164,125,80,74,6,889,105,105,98,135,158,121,104,33,30,0.230647709,0.203442879,0.216981132,52813,23311,29821,15888,31207800,21309600,9898200
"215",230050026009,"Cumberland",1691,1048,643,NA,643,"Urban",795,74,128,66,149,104,127,81,48,18,896,75,99,87,142,142,174,58,71,48,0.267135325,0.168345324,0.212816456,52462,24714,30968,22637,33504400,20959900,12544500
