STATION,STATION_NAME,DATE,CLDD,HTDD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USC00179151,WATERVILLE WWTP ME US,20050301,0,6444,937,372,117,-217,33,-83,-25
GHCND:USC00179151,WATERVILLE WWTP ME US,20050401,0,3493,2417,0,239,-61,133,1,67
GHCND:USC00179151,WATERVILLE WWTP ME US,20050501,0,2670,1585,0,222,0,141,53,97
GHCND:USC00179151,WATERVILLE WWTP ME US,20050601,691,610,873,0,356,67,249,123,186
GHCND:USC00179151,WATERVILLE WWTP ME US,20050701,761,78,392,0,328,106,269,144,207
GHCND:USC00179151,WATERVILLE WWTP ME US,20050801,782,44,1171,0,333,83,273,141,207
GHCND:USC00179151,WATERVILLE WWTP ME US,20050901,174,638,752,0,289,39,232,103,168
GHCND:USC00179151,WATERVILLE WWTP ME US,20051001,29,2546,3300,0,250,-22,147,57,102
GHCND:USC00179151,WATERVILLE WWTP ME US,20051101,0,4448,1626,88,194,-106,85,-16,35
GHCND:USC00179151,WATERVILLE WWTP ME US,20051201,0,6905,1464,230,128,-167,9,-88,-40
GHCND:USC00179151,WATERVILLE WWTP ME US,20060101,0,6780,1090,389,139,-172,15,-87,-36
GHCND:USC00179151,WATERVILLE WWTP ME US,20060201,0,6498,560,132,122,-211,2,-100,-49
GHCND:USC00179151,WATERVILLE WWTP ME US,20060301,0,5670,332,107,178,-161,58,-57,0
GHCND:USC00179151,WATERVILLE WWTP ME US,20060401,0,3340,573,0,217,-56,138,5,72
GHCND:USC00179151,WATERVILLE WWTP ME US,20060501,68,1680,1101,0,300,6,187,75,131
GHCND:USC00179151,WATERVILLE WWTP ME US,20060601,491,344,2158,0,306,100,234,142,188
GHCND:USC00179151,WATERVILLE WWTP ME US,20060701,1180,6,1809,0,333,122,279,165,222
GHCND:USC00179151,WATERVILLE WWTP ME US,20060801,458,358,874,0,322,72,244,128,186
GHCND:USC00179151,WATERVILLE WWTP ME US,20060901,53,988,924,0,267,28,214,89,152
GHCND:USC00179151,WATERVILLE WWTP ME US,20061001,0,2966,1833,0,250,-22,143,31,87
GHCND:USC00179151,WATERVILLE WWTP ME US,20061101,0,3862,1141,0,189,-56,97,11,54
GHCND:USC00179151,WATERVILLE WWTP ME US,20061201,0,5828,825,145,106,-122,40,-50,-5
GHCND:USC00179151,WATERVILLE WWTP ME US,20070101,0,7054,617,179,139,-233,-7,-113,-60
GHCND:USC00179151,WATERVILLE WWTP ME US,20070201,0,7827,435,533,44,-222,-36,-157,-97
GHCND:USC00179151,WATERVILLE WWTP ME US,20070301,0,6126,724,470,139,-261,46,-76,-15
GHCND:USC00179151,WATERVILLE WWTP ME US,20070401,0,3901,1686,495,278,-61,102,4,53
GHCND:USC00179151,WATERVILLE WWTP ME US,20070501,108,1904,677,0,333,-6,195,55,125
GHCND:USC00179151,WATERVILLE WWTP ME US,20070601,358,503,402,0,339,39,239,118,178
GHCND:USC00179151,WATERVILLE WWTP ME US,20070701,667,145,595,0,322,78,259,141,200
GHCND:USC00179151,WATERVILLE WWTP ME US,20070801,696,177,932,0,339,56,265,135,201
GHCND:USC00179151,WATERVILLE WWTP ME US,20070901,205,993,655,0,328,22,221,92,157
GHCND:USC00179151,WATERVILLE WWTP ME US,20071001,0,2064,1741,0,272,-22,172,61,116
GHCND:USC00179151,WATERVILLE WWTP ME US,20071101,0,4850,1583,13,167,-106,70,-27,21
GHCND:USC00179151,WATERVILLE WWTP ME US,20071201,0,7627,926,1006,111,-189,-15,-111,-63
GHCND:USC00179151,WATERVILLE WWTP ME US,20080101,0,7344,475,724,144,-250,-1,-107,-54
GHCND:USC00179151,WATERVILLE WWTP ME US,20080201,0,6762,1526,803,100,-233,6,-106,-50
GHCND:USC00179151,WATERVILLE WWTP ME US,20080301,0,6392,822,43,117,-194,30,-76,-23
GHCND:USC00179151,WATERVILLE WWTP ME US,20080401,3,3314,1576,0,278,-44,140,5,73
GHCND:USC00179151,WATERVILLE WWTP ME US,20080501,0,1953,259,0,283,-22,185,55,120
GHCND:USC00179151,WATERVILLE WWTP ME US,20080601,311,423,1102,0,322,72,230,128,179
GHCND:USC00179151,WATERVILLE WWTP ME US,20080701,1109,5,1643,0,317,106,275,162,219
GHCND:USC00179151,WATERVILLE WWTP ME US,20080801,364,189,1267,0,283,94,238,139,189
GHCND:USC00179151,WATERVILLE WWTP ME US,20080901,165,986,1685,0,306,22,213,98,156
GHCND:USC00179151,WATERVILLE WWTP ME US,20081001,0,3119,913,0,217,-39,142,22,82
GHCND:USC00179151,WATERVILLE WWTP ME US,20081101,0,4389,1187,3,178,-106,84,-10,37
GHCND:USC00179151,WATERVILLE WWTP ME US,20081201,0,7014,1167,788,128,-233,10,-96,-43
GHCND:USC00179151,WATERVILLE WWTP ME US,20090101,0,9108,466,613,17,-300,-46,-175,-111
GHCND:USC00179151,WATERVILLE WWTP ME US,20090201,0,6968,515,485,94,-261,1,-133,-66
GHCND:USC00179151,WATERVILLE WWTP ME US,20090301,0,6116,623,212,128,-244,46,-75,-14
GHCND:USC00179151,WATERVILLE WWTP ME US,20090401,0,3152,841,0,306,-39,140,15,78
GHCND:USC00179151,WATERVILLE WWTP ME US,20090501,37,1781,999,0,322,11,187,66,127
GHCND:USC00179151,WATERVILLE WWTP ME US,20090601,103,751,1870,0,278,50,209,114,161
GHCND:USC00179151,WATERVILLE WWTP ME US,20090701,367,242,1526,0,294,100,234,140,187
GHCND:USC00179151,WATERVILLE WWTP ME US,20090801,949,156,1094,0,328,72,268,150,209
GHCND:USC00179151,WATERVILLE WWTP ME US,20090901,55,1057,220,0,272,0,217,83,150
GHCND:USC00179151,WATERVILLE WWTP ME US,20091001,0,3426,1549,0,189,-22,120,25,72
GHCND:USC00179151,WATERVILLE WWTP ME US,20091101,0,4030,1544,102,178,-61,102,-4,49
GHCND:USC00179151,WATERVILLE WWTP ME US,20091201,0,6809,1134,387,172,-194,10,-84,-37
GHCND:USC00179151,WATERVILLE WWTP ME US,20100101,0,7337,887,627,100,-200,-1,-106,-54
GHCND:USC00179151,WATERVILLE WWTP ME US,20100201,0,5803,697,30,89,-167,19,-67,-24
GHCND:USC00179151,WATERVILLE WWTP ME US,20100301,0,4620,1304,0,200,-100,91,-23,34
GHCND:USC00179151,WATERVILLE WWTP ME US,20100401,0,2790,794,0,244,-22,151,29,90
GHCND:USC00179151,WATERVILLE WWTP ME US,20100501,166,1406,440,0,333,-22,213,73,143
GHCND:USC00179151,WATERVILLE WWTP ME US,20100601,248,487,1092,0,311,56,229,121,175
GHCND:USC00179151,WATERVILLE WWTP ME US,20100701,1332,47,580,0,333,89,281,168,224
GHCND:USC00179151,WATERVILLE WWTP ME US,20100801,713,93,843,0,333,78,268,139,203
GHCND:USC00179151,WATERVILLE WWTP ME US,20100901,369,826,1187,0,344,44,223,113,168
GHCND:USC00179151,WATERVILLE WWTP ME US,20101001,3,2879,1452,0,239,-28,145,36,90
GHCND:USC00179151,WATERVILLE WWTP ME US,20101101,0,4610,1406,8,161,-78,72,-13,29
GHCND:USC00179151,WATERVILLE WWTP ME US,20101201,0,6775,1361,699,128,-161,8,-79,-36
GHCND:USC00179151,WATERVILLE WWTP ME US,20110101,0,8121,404,715,94,-256,-22,-136,-79
GHCND:USC00179151,WATERVILLE WWTP ME US,20110201,0,7186,585,655,83,-211,-11,-136,-74
GHCND:USC00179151,WATERVILLE WWTP ME US,20110301,0,5927,1261,178,178,-222,46,-62,-8
GHCND:USC00179151,WATERVILLE WWTP ME US,20110401,0,3601,1094,270,211,-61,119,7,63
GHCND:USC00179151,WATERVILLE WWTP ME US,20110501,71,1726,1082,0,294,17,178,81,130
GHCND:USC00179151,WATERVILLE WWTP ME US,20110601,258,583,447,0,311,56,229,115,172
GHCND:USC00179151,WATERVILLE WWTP ME US,20110701,1082,19,925,0,350,117,278,156,217
GHCND:USC00179151,WATERVILLE WWTP ME US,20110801,664,37,1608,0,300,106,258,148,203
GHCND:USC00179151,WATERVILLE WWTP ME US,20110901,195,589,921,0,278,39,224,115,170
GHCND:USC00179151,WATERVILLE WWTP ME US,20111001,15,2538,1177,76,289,-39,151,52,102
GHCND:USC00179151,WATERVILLE WWTP ME US,20111101,0,3912,537,213,189,-83,110,-5,53
GHCND:USC00179151,WATERVILLE WWTP ME US,20111201,0,6040,809,160,139,-178,37,-61,-12
GHCND:USC00179151,WATERVILLE WWTP ME US,20120101,0,7460,731,301,67,-233,-8,-108,-58
GHCND:USC00179151,WATERVILLE WWTP ME US,20120201,0,6272,336,193,78,-172,21,-87,-33
GHCND:USC00179151,WATERVILLE WWTP ME US,20120301,0,4775,435,296,289,-161,91,-33,29
GHCND:USC00179151,WATERVILLE WWTP ME US,20120401,0,3225,881,0,267,-61,141,10,76
GHCND:USC00179151,WATERVILLE WWTP ME US,20120501,47,1467,1078,0,294,0,190,85,137
GHCND:USC00179151,WATERVILLE WWTP ME US,20120601,299,659,1175,0,339,67,225,117,171
GHCND:USC00179151,WATERVILLE WWTP ME US,20120701,1152,10,144,0,328,100,282,157,220
GHCND:USC00179151,WATERVILLE WWTP ME US,20120801,1020,19,937,0,322,94,274,157,215
GHCND:USC00179151,WATERVILLE WWTP ME US,20120901,111,1147,1245,0,289,22,208,89,148
GHCND:USC00179151,WATERVILLE WWTP ME US,20121001,0,2395,1465,0,228,-22,157,55,106
GHCND:USC00179151,WATERVILLE WWTP ME US,20121101,0,4805,372,25,183,-111,71,-25,23
GHCND:USC00179151,WATERVILLE WWTP ME US,20121201,0,6450,960,446,117,-133,19,-69,-25
GHCND:USC00179151,WATERVILLE WWTP ME US,20130101,0,7807,272,168,133,-228,-12,-125,-69
GHCND:USC00179151,WATERVILLE WWTP ME US,20130201,0,6368,674,939,139,-156,1,-90,-44
GHCND:USC00179151,WATERVILLE WWTP ME US,20130301,0,5480,483,353,128,-133,50,-37,6
GHCND:USC00179151,WATERVILLE WWTP ME US,20130401,0,3799,539,0,211,-56,115,-2,56
GHCND:USC00179151,WATERVILLE WWTP ME US,20130501,23,1827,1366,0,283,0,189,61,125
GHCND:USC00179151,WATERVILLE WWTP ME US,20130601,445,489,1319,0,339,67,238,126,182
GHCND:USC00179151,WATERVILLE WWTP ME US,20130701,1093,46,1071,0,333,106,271,163,217
GHCND:USC00179151,WATERVILLE WWTP ME US,20130801,474,102,1713,0,306,89,257,133,195
GHCND:USC00179151,WATERVILLE WWTP ME US,20130901,210,1013,2161,0,317,33,212,100,156
GHCND:USC00179151,WATERVILLE WWTP ME US,20131001,0,2470,289,0,250,-50,167,39,103
GHCND:USC00179151,WATERVILLE WWTP ME US,20131101,0,5041,822,5,183,-150,70,-40,15
GHCND:USC00179151,WATERVILLE WWTP ME US,20131201,0,7840,917,846,56,-261,-27,-113,-70
GHCND:USC00179826,WATERVILLE WWTP ME US,19000101,0,7850,1613,533,94,-311,2,-143,-70
GHCND:USC00179826,WATERVILLE WWTP ME US,19000201,0,6640,1593,457,117,-267,4,-130,-63
GHCND:USC00179826,WATERVILLE WWTP ME US,19000301,0,6033,1323,343,133,-222,52,-83,-18
GHCND:USC00179826,WATERVILLE WWTP ME US,19000401,0,3353,496,-9999,267,-94,138,-3,67
GHCND:USC00179826,WATERVILLE WWTP ME US,19000501,28,2510,1605,-9999,289,-56,179,26,103
GHCND:USC00179826,WATERVILLE WWTP ME US,19000601,249,321,1059,-9999,306,44,258,105,180
GHCND:USC00179826,WATERVILLE WWTP ME US,19000701,900,94,1036,-9999,333,72,276,142,209
GHCND:USC00179826,WATERVILLE WWTP ME US,19000801,757,188,647,-9999,350,61,271,131,201
GHCND:USC00179826,WATERVILLE WWTP ME US,19000901,175,871,828,-9999,339,-33,238,82,160
GHCND:USC00179826,WATERVILLE WWTP ME US,19001001,1,2009,1236,-9999,256,-94,183,53,118
GHCND:USC00179826,WATERVILLE WWTP ME US,19001101,0,4437,1270,127,222,-144,87,-26,30
GHCND:USC00179826,WATERVILLE WWTP ME US,19010101,0,7893,739,381,67,-311,-24,-136,-80
GHCND:USC00179826,WATERVILLE WWTP ME US,19010201,0,5847,165,406,39,-261,-16,-144,-83
GHCND:USC00179826,WATERVILLE WWTP ME US,19010301,0,5309,1309,13,100,-239,43,-81,-21
GHCND:USC00179826,WATERVILLE WWTP ME US,19010401,0,2916,1143,-9999,261,-28,137,24,79
GHCND:USC00179826,WATERVILLE WWTP ME US,19010501,12,1504,739,-9999,300,-22,197,64,132
GHCND:USC00179826,WATERVILLE WWTP ME US,19010601,532,460,638,-9999,350,22,261,110,186
GHCND:USC00179826,WATERVILLE WWTP ME US,19010701,995,90,853,-9999,372,56,281,146,213
GHCND:USC00179826,WATERVILLE WWTP ME US,19010801,525,181,1153,-9999,306,67,256,132,194
GHCND:USC00179826,WATERVILLE WWTP ME US,19010901,290,726,996,-9999,322,-22,238,92,167
GHCND:USC00179826,WATERVILLE WWTP ME US,19011001,0,2646,833,0,228,-78,167,16,92
GHCND:USC00179826,WATERVILLE WWTP ME US,19011101,0,5571,351,216,217,-194,59,-75,-9
GHCND:USC00179826,WATERVILLE WWTP ME US,19011201,0,7485,2091,496,139,-289,4,-120,-58
GHCND:USC00179826,WATERVILLE WWTP ME US,19020101,0,7586,587,228,89,-256,-9,-146,-79
GHCND:USC00179826,WATERVILLE WWTP ME US,19020201,0,6570,378,355,139,-222,7,-122,-60
GHCND:USC00179826,WATERVILLE WWTP ME US,19020301,0,4404,2262,228,183,-150,86,-30,26
GHCND:USC00179826,WATERVILLE WWTP ME US,19020401,0,3524,638,-9999,211,-44,125,1,61
GHCND:USC00179826,WATERVILLE WWTP ME US,19020501,88,2305,570,-9999,306,-39,180,43,111
GHCND:USC00179826,WATERVILLE WWTP ME US,19020601,46,950,1171,-9999,278,6,221,84,153
GHCND:USC00179826,WATERVILLE WWTP ME US,19020701,380,355,666,-9999,322,67,252,116,184
GHCND:USC00179826,WATERVILLE WWTP ME US,19020801,251,398,1125,-9999,294,44,249,108,178
GHCND:USC00179826,WATERVILLE WWTP ME US,19020901,133,947,581,-9999,311,0,219,89,154
GHCND:USC00179826,WATERVILLE WWTP ME US,19021001,0,2660,1408,-9999,244,-89,151,22,88
GHCND:USC00179826,WATERVILLE WWTP ME US,19021101,0,4491,297,20,167,-83,87,-20,33
GHCND:USC00179826,WATERVILLE WWTP ME US,19021201,0,7663,2158,641,89,-283,-30,-152,-91
GHCND:USC00179826,WATERVILLE WWTP ME US,19030101,0,8279,1051,439,61,-311,-23,-145,-84
GHCND:USC00179826,WATERVILLE WWTP ME US,19030201,0,6842,766,401,100,-261,0,-123,-61
GHCND:USC00179826,WATERVILLE WWTP ME US,19030301,0,4393,1818,38,233,-161,102,-19,41
GHCND:USC00179826,WATERVILLE WWTP ME US,19030401,0,3586,560,254,261,-89,133,-7,63
GHCND:USC00179826,WATERVILLE WWTP ME US,19030501,73,1683,79,-9999,333,-50,217,39,127
GHCND:USC00179826,WATERVILLE WWTP ME US,19030601,136,880,1136,-9999,283,-11,221,95,158
GHCND:USC00179826,WATERVILLE WWTP ME US,19030701,585,178,1151,-9999,317,67,261,132,196
GHCND:USC00179826,WATERVILLE WWTP ME US,19030801,86,694,856,-9999,294,-6,237,87,162
GHCND:USC00179826,WATERVILLE WWTP ME US,19030901,248,1081,256,-9999,328,-11,237,73,155
GHCND:USC00179826,WATERVILLE WWTP ME US,19031001,0,161,-9999,-9999,111,-67,111,15,22
GHCND:USC00179826,WATERVILLE WWTP ME US,19031101,0,5299,340,115,211,-183,63,-50,6
GHCND:USC00179826,WATERVILLE WWTP ME US,19031201,0,7840,756,305,106,-233,-16,-124,-70
GHCND:USC00179826,WATERVILLE WWTP ME US,19040101,0,9288,655,736,50,-306,-53,-180,-117
GHCND:USC00179826,WATERVILLE WWTP ME US,19040201,0,8396,383,380,72,-272,-39,-174,-107
GHCND:USC00179826,WATERVILLE WWTP ME US,19040301,0,6127,865,202,139,-244,49,-78,-15
GHCND:USC00179826,WATERVILLE WWTP ME US,19040401,0,3919,1365,178,178,-83,110,-14,48
GHCND:USC00179826,WATERVILLE WWTP ME US,19040501,52,1062,1247,-9999,289,-11,229,72,150
GHCND:USC00179826,WATERVILLE WWTP ME US,19040701,664,154,640,-9999,317,72,267,137,202
GHCND:USC00179826,WATERVILLE WWTP ME US,19040801,367,351,1255,-9999,322,39,252,115,184
GHCND:USC00179826,WATERVILLE WWTP ME US,19040901,51,2036,1484,-9999,278,-50,173,61,117
GHCND:USC00179826,WATERVILLE WWTP ME US,19041001,0,3861,669,-9999,222,-72,102,15,58
GHCND:USC00179826,WATERVILLE WWTP ME US,19041101,0,6177,412,153,78,-161,16,-61,-23
GHCND:USC00179826,WATERVILLE WWTP ME US,19041201,0,9280,419,379,-11,-283,-71,-162,-116
GHCND:USC00179826,WATERVILLE WWTP ME US,19050101,0,9243,929,572,67,-344,-54,-176,-115
GHCND:USC00179826,WATERVILLE WWTP ME US,19050201,0,7818,236,254,56,-278,-35,-158,-96
GHCND:USC00179826,WATERVILLE WWTP ME US,19050301,0,6440,211,0,144,-206,42,-91,-25
GHCND:USC00179826,WATERVILLE WWTP ME US,19050401,0,3772,559,-9999,233,-61,124,-9,57
GHCND:USC00179826,WATERVILLE WWTP ME US,19050501,21,1876,644,0,278,-6,200,46,123
GHCND:USC00179826,WATERVILLE WWTP ME US,19050601,172,822,861,-9999,317,6,232,90,161
GHCND:USC00179826,WATERVILLE WWTP ME US,19050701,863,104,1082,-9999,322,61,280,135,207
GHCND:USC00179826,WATERVILLE WWTP ME US,19050801,404,482,515,-9999,311,28,255,106,180
GHCND:USC00179826,WATERVILLE WWTP ME US,19050901,49,1178,814,-9999,300,-33,210,80,145
GHCND:USC00179826,WATERVILLE WWTP ME US,19051001,0,3197,157,-9999,239,-94,155,4,80
GHCND:USC00179826,WATERVILLE WWTP ME US,19051101,0,5192,1017,50,156,-161,61,-41,10
GHCND:USC00179826,WATERVILLE WWTP ME US,19051201,0,6974,716,228,78,-250,16,-100,-42
GHCND:USC00179826,WATERVILLE WWTP ME US,19060101,0,7006,707,165,117,-217,15,-101,-43
GHCND:USC00179826,WATERVILLE WWTP ME US,19060201,0,6786,338,280,83,-256,10,-129,-59
GHCND:USC00179826,WATERVILLE WWTP ME US,19060301,0,6416,845,508,111,-244,22,-98,-38
GHCND:USC00179826,WATERVILLE WWTP ME US,19060401,0,4061,706,279,200,-83,119,-23,48
GHCND:USC00179826,WATERVILLE WWTP ME US,19060501,6,2249,1179,-9999,294,-22,180,42,111
GHCND:USC00179826,WATERVILLE WWTP ME US,19060601,146,662,832,-9999,300,6,244,88,166
GHCND:USC00179826,WATERVILLE WWTP ME US,19060701,740,90,1317,-9999,311,44,273,134,204
GHCND:USC00179826,WATERVILLE WWTP ME US,19060801,860,178,752,-9999,339,50,283,127,205
GHCND:USC00179826,WATERVILLE WWTP ME US,19060901,84,888,296,-9999,300,-28,228,85,156
GHCND:USC00179826,WATERVILLE WWTP ME US,19061001,0,2935,1489,0,228,-61,160,16,88
GHCND:USC00179826,WATERVILLE WWTP ME US,19061101,0,5236,750,304,139,-117,47,-30,8
GHCND:USC00179826,WATERVILLE WWTP ME US,19061201,0,8475,571,660,56,-283,-35,-146,-90
GHCND:USC00179826,WATERVILLE WWTP ME US,19070101,0,9140,660,431,83,-378,-44,-180,-112
GHCND:USC00179826,WATERVILLE WWTP ME US,19070201,0,7962,396,508,56,-339,-31,-172,-101
GHCND:USC00179826,WATERVILLE WWTP ME US,19070301,0,6402,436,227,167,-289,52,-99,-24
GHCND:USC00179826,WATERVILLE WWTP ME US,19070401,0,4307,863,356,200,-106,104,-25,39
GHCND:USC00179826,WATERVILLE WWTP ME US,19070501,0,2870,655,-9999,239,-44,161,20,90
GHCND:USC00179826,WATERVILLE WWTP ME US,19070601,390,795,736,-9999,339,0,251,90,169
GHCND:USC00179826,WATERVILLE WWTP ME US,19070701,588,71,1031,-9999,333,83,269,131,201
GHCND:USC00179826,WATERVILLE WWTP ME US,19070801,296,435,223,-9999,328,33,254,103,179
GHCND:USC00179826,WATERVILLE WWTP ME US,19070901,82,1209,1524,-9999,289,-17,209,82,145
GHCND:USC00179826,WATERVILLE WWTP ME US,19071001,0,3693,823,-9999,206,-100,134,-6,64
GHCND:USC00179826,WATERVILLE WWTP ME US,19071101,0,4890,915,51,144,-89,72,-32,20
GHCND:USC00179826,WATERVILLE WWTP ME US,19071201,0,6237,801,101,133,-150,26,-63,-18
GHCND:USC00179826,WATERVILLE WWTP ME US,19080101,0,7360,525,102,100,-233,8,-116,-54
GHCND:USC00179826,WATERVILLE WWTP ME US,19080201,0,7703,787,534,106,-272,-9,-156,-83
GHCND:USC00179826,WATERVILLE WWTP ME US,19080301,0,6008,452,228,139,-200,53,-75,-11
GHCND:USC00179826,WATERVILLE WWTP ME US,19080401,0,4898,525,25,267,-183,113,-74,20
GHCND:USC00179826,WATERVILLE WWTP ME US,19080501,35,1693,1270,-9999,283,-33,206,53,130
GHCND:USC00179826,WATERVILLE WWTP ME US,19080601,417,446,716,-9999,317,6,269,95,182
GHCND:USC00179826,WATERVILLE WWTP ME US,19080701,1119,62,694,-9999,361,56,298,136,217
GHCND:USC00179826,WATERVILLE WWTP ME US,19080901,246,560,236,-9999,322,-22,260,85,173
GHCND:USC00179826,WATERVILLE WWTP ME US,19081001,0,2442,783,-9999,289,-78,191,17,104
GHCND:USC00179826,WATERVILLE WWTP ME US,19081101,0,5038,405,76,133,-128,60,-30,15
GHCND:USC00179826,WATERVILLE WWTP ME US,19090101,0,8158,1312,598,117,-294,-16,-144,-80
GHCND:USC00179826,WATERVILLE WWTP ME US,19090201,0,6944,1220,191,94,-272,7,-137,-65
GHCND:USC00179826,WATERVILLE WWTP ME US,19090301,0,6335,805,305,83,-194,40,-82,-21
GHCND:USC00179826,WATERVILLE WWTP ME US,19090401,0,3944,983,38,189,-83,115,-12,52
GHCND:USC00179826,WATERVILLE WWTP ME US,19090501,0,2175,659,-9999,256,-6,181,44,113
GHCND:USC00179826,WATERVILLE WWTP ME US,19090601,415,620,646,-9999,328,0,260,92,176
GHCND:USC00179826,WATERVILLE WWTP ME US,19090701,519,290,496,-9999,333,50,268,112,190
GHCND:USC00179826,WATERVILLE WWTP ME US,19090801,429,291,449,-9999,356,0,276,99,187
GHCND:USC00179826,WATERVILLE WWTP ME US,19090901,12,1030,1704,-9999,283,0,224,74,149
GHCND:USC00179826,WATERVILLE WWTP ME US,19091001,0,2980,477,-9999,300,-89,155,19,87
GHCND:USC00179826,WATERVILLE WWTP ME US,19091101,0,4496,1105,96,183,-89,89,-23,33
GHCND:USC00179826,WATERVILLE WWTP ME US,19091201,0,7173,376,331,94,-267,1,-98,-48
GHCND:USC00179826,WATERVILLE WWTP ME US,19100101,0,7661,792,280,117,-267,6,-134,-64
GHCND:USC00179826,WATERVILLE WWTP ME US,19100201,0,7010,612,559,94,-278,-2,-133,-67
GHCND:USC00179826,WATERVILLE WWTP ME US,19100301,0,5141,472,25,222,-144,84,-50,17
GHCND:USC00179826,WATERVILLE WWTP ME US,19100401,0,2962,798,0,256,-67,153,16,84
GHCND:USC00179826,WATERVILLE WWTP ME US,19100501,12,2049,678,-9999,267,-50,193,41,117
GHCND:USC00179826,WATERVILLE WWTP ME US,19100601,209,849,1042,-9999,311,-11,233,91,162
GHCND:USC00179826,WATERVILLE WWTP ME US,19100701,820,82,736,-9999,322,56,286,128,207
GHCND:USC00179826,WATERVILLE WWTP ME US,19100801,245,307,1402,-9999,311,33,255,107,181
GHCND:USC00179826,WATERVILLE WWTP ME US,19100901,19,1217,637,-9999,267,-17,217,69,143
GHCND:USC00179826,WATERVILLE WWTP ME US,19101001,48,3008,372,0,278,-94,156,19,88
GHCND:USC00179826,WATERVILLE WWTP ME US,19101101,0,5070,616,114,156,-122,60,-32,14
GHCND:USC00179826,WATERVILLE WWTP ME US,19101201,0,8385,706,344,72,-278,-18,-157,-87
GHCND:USC00179826,WATERVILLE WWTP ME US,19110101,0,7833,567,298,72,-267,-4,-135,-70
GHCND:USC00179826,WATERVILLE WWTP ME US,19110201,0,7422,356,279,78,-272,-10,-154,-82
GHCND:USC00179826,WATERVILLE WWTP ME US,19110301,0,6726,974,395,122,-233,35,-103,-34
GHCND:USC00179826,WATERVILLE WWTP ME US,19110401,0,3929,150,127,283,-117,126,-22,52
GHCND:USC00179826,WATERVILLE WWTP ME US,19110501,300,942,154,-9999,367,-17,247,78,162
GHCND:USC00179826,WATERVILLE WWTP ME US,19110601,302,399,1059,-9999,311,61,244,116,180
GHCND:USC00179826,WATERVILLE WWTP ME US,19110701,1456,14,1126,-9999,383,94,303,156,230
GHCND:USC00179826,WATERVILLE WWTP ME US,19110801,596,194,668,-9999,322,72,263,129,196
GHCND:USC00179826,WATERVILLE WWTP ME US,19110901,77,1251,915,-9999,283,-28,205,83,144
GHCND:USC00179826,WATERVILLE WWTP ME US,19111001,0,2944,541,0,244,-39,146,30,88
GHCND:USC00179826,WATERVILLE WWTP ME US,19111101,0,4771,773,140,167,-106,70,-22,24
GHCND:USC00179826,WATERVILLE WWTP ME US,19111201,0,6004,760,177,161,-167,36,-57,-11
GHCND:USC00179826,WATERVILLE WWTP ME US,19120101,0,9156,839,914,67,-356,-53,-195,-122
GHCND:USC00179826,WATERVILLE WWTP ME US,19120201,0,7491,680,304,89,-294,-3,-148,-75
GHCND:USC00179826,WATERVILLE WWTP ME US,19120301,0,6309,1133,191,117,-261,39,-80,-21
GHCND:USC00179826,WATERVILLE WWTP ME US,19120401,0,3729,631,229,256,-78,129,-11,59
GHCND:USC00179826,WATERVILLE WWTP ME US,19120501,41,1653,1337,0,283,-17,200,62,131
GHCND:USC00179826,WATERVILLE WWTP ME US,19120601,260,704,129,-9999,317,17,249,88,168
GHCND:USC00179826,WATERVILLE WWTP ME US,19120701,1053,231,800,-9999,361,28,281,139,210
GHCND:USC00179826,WATERVILLE WWTP ME US,19120801,263,464,1220,-9999,306,50,241,109,176
GHCND:USC00179826,WATERVILLE WWTP ME US,19120901,100,1144,557,-9999,272,-6,215,81,148
GHCND:USC00179826,WATERVILLE WWTP ME US,19121001,0,2455,856,-9999,278,-39,169,38,104
GHCND:USC00179826,WATERVILLE WWTP ME US,19121101,0,4436,894,38,183,-133,88,-18,35
GHCND:USC00179826,WATERVILLE WWTP ME US,19121201,0,6243,625,211,106,-183,36,-72,-18
GHCND:USC00179826,WATERVILLE WWTP ME US,19130101,0,6459,666,152,122,-206,23,-73,-25
GHCND:USC00179826,WATERVILLE WWTP ME US,19130201,0,7265,442,351,106,-228,-14,-139,-76
GHCND:USC00179826,WATERVILLE WWTP ME US,19130301,0,5420,1015,127,194,-228,67,-51,8
GHCND:USC00179826,WATERVILLE WWTP ME US,19130401,1,3091,665,58,306,-44,148,12,80
GHCND:USC00179826,WATERVILLE WWTP ME US,19130501,0,2127,878,-9999,278,-28,182,47,114
GHCND:USC00179826,WATERVILLE WWTP ME US,19130601,170,561,234,-9999,322,28,248,91,170
GHCND:USC00179826,WATERVILLE WWTP ME US,19130701,884,46,421,-9999,339,72,285,136,210
GHCND:USC00179826,WATERVILLE WWTP ME US,19130801,506,226,895,-9999,356,17,271,113,192
GHCND:USC00179826,WATERVILLE WWTP ME US,19130901,152,1159,949,-9999,333,-11,219,79,149
GHCND:USC00179826,WATERVILLE WWTP ME US,19131001,6,1825,1767,0,256,-28,168,80,124
GHCND:USC00179826,WATERVILLE WWTP ME US,19131101,0,3716,426,51,200,-117,107,-8,50
GHCND:USC00179826,WATERVILLE WWTP ME US,19131201,0,6268,800,419,111,-244,32,-70,-19
GHCND:USC00179826,WATERVILLE WWTP ME US,19140101,0,8746,366,192,94,-306,-31,-167,-99
